created_at,id,lng,lat,topic,sentiment,stance,gender,temperature_avg,aggressiveness
2007-11-25 01:08:02+00:00,441232072,,,Importance of Human Intervantion,-0.469706293,believer,male,,not aggressive
2007-11-25 05:00:49+00:00,441592322,,,Importance of Human Intervantion,0.061089784,neutral,female,,not aggressive
2007-11-25 06:16:01+00:00,441699202,-0.12574,51.50853,Importance of Human Intervantion,0.118032548,neutral,female,0.7939876,not aggressive
2007-11-25 08:15:59+00:00,441850512,,,Weather Extremes,0.087952253,neutral,male,,aggressive
2007-11-25 11:10:08+00:00,442077982,,,Importance of Human Intervantion,0.178036822,neutral,female,,aggressive
2007-11-25 12:20:12+00:00,442181052,-90.19789,38.62727,Global stance,-0.222117688,neutral,male,-3.8628144,not aggressive
2007-11-25 12:31:32+00:00,442198042,,,Global stance,-0.201858874,neutral,male,,not aggressive
2007-11-25 13:00:14+00:00,442241332,,,Undefined / One Word Hashtags,-0.21585619,neutral,female,,not aggressive
2007-11-25 13:35:49+00:00,442298782,,,Global stance,-0.179844584,neutral,male,,not aggressive
2007-11-25 14:43:35+00:00,442419672,,,Importance of Human Intervantion,-0.31146973,neutral,male,,aggressive
2007-11-25 14:55:39+00:00,442442322,18.417396,-33.928992,Global stance,0.092909604,neutral,male,1.7745649,not aggressive
2007-11-25 15:39:47+00:00,442527442,,,Weather Extremes,0.009664517,neutral,female,,aggressive
2007-11-25 15:41:33+00:00,442530942,,,Importance of Human Intervantion,-0.33025464,neutral,male,,not aggressive
2007-11-25 16:36:50+00:00,442634152,-76.61219,39.29038,Weather Extremes,-0.522259348,neutral,female,-2.5575113,aggressive
2007-11-25 16:42:18+00:00,442643922,,,Importance of Human Intervantion,-0.037262227,neutral,male,,not aggressive
2007-11-25 20:56:13+00:00,443085792,-78.61336,42.76784,Ideological Positions on Global Warming,-0.424313977,denier,male,-2.4856904,aggressive
2007-11-25 22:23:32+00:00,443246042,,,Global stance,-0.483694377,believer,female,,aggressive
2007-11-26 01:10:31+00:00,443555692,-90.24111656,38.6529545,Global stance,-0.193927894,neutral,male,-2.3034406,not aggressive
2007-11-26 04:49:35+00:00,443976572,,,Importance of Human Intervantion,0.478844555,neutral,undefined,,not aggressive
2007-11-26 10:35:53+00:00,444581812,,,Politics,0.294741249,neutral,male,,not aggressive
2007-11-26 10:50:19+00:00,444608592,-0.1276474,51.5073219,Importance of Human Intervantion,-0.321296333,believer,male,0.25098273,not aggressive
2007-11-26 11:29:18+00:00,444687382,,,Global stance,0.046932604,neutral,male,,not aggressive
2007-11-26 11:42:14+00:00,444714152,153.02809,-27.46794,Importance of Human Intervantion,-0.136719838,believer,female,-0.9670459,aggressive
2007-11-26 15:24:24+00:00,445248972,,,Global stance,0.114517705,believer,male,,not aggressive
2007-11-26 17:40:46+00:00,445600932,,,Importance of Human Intervantion,-0.585951074,believer,male,,not aggressive
2007-11-26 17:41:03+00:00,445601572,,,Importance of Human Intervantion,0.680497783,neutral,male,,not aggressive
2007-11-26 19:12:21+00:00,445810862,-82.35919331,36.29885175,Politics,-0.484275566,believer,male,3.29696,aggressive
2007-11-26 20:05:02+00:00,445928492,,,Donald Trump versus Science,-0.618149806,believer,male,,aggressive
2007-11-26 20:06:11+00:00,445931282,,,Impact of Resource Overconsumption,0.408730075,neutral,female,,not aggressive
2007-11-26 23:59:44+00:00,446462952,,,Weather Extremes,0.051795625,believer,male,,not aggressive
2007-11-27 00:50:50+00:00,446575012,,,Seriousness of Gas Emissions,-0.375951133,believer,male,,not aggressive
2007-11-27 01:00:04+00:00,446593682,,,Global stance,-0.344461641,believer,female,,not aggressive
2007-11-27 01:38:40+00:00,446676722,,,Importance of Human Intervantion,-0.312763584,believer,male,,aggressive
2007-11-27 02:07:56+00:00,446748942,,,Weather Extremes,-0.063321385,neutral,male,,not aggressive
2007-11-27 03:02:28+00:00,446863672,-109.14235,31.914,Weather Extremes,-0.050764862,neutral,female,-0.015115864,aggressive
2007-11-27 05:01:24+00:00,447104602,,,Global stance,-0.344461641,believer,female,,not aggressive
2007-11-27 05:29:34+00:00,447158492,,,Ideological Positions on Global Warming,-0.18979326,denier,male,,aggressive
2007-11-27 08:16:45+00:00,447456342,2.3514616,48.8566969,Importance of Human Intervantion,-0.06373103,believer,female,-1.4420508,not aggressive
2007-11-27 10:43:12+00:00,447739722,,,Donald Trump versus Science,0.519661439,neutral,male,,not aggressive
2007-11-27 10:51:41+00:00,447756822,,,Global stance,0.849532774,neutral,male,,not aggressive
2007-11-27 11:01:11+00:00,447775102,-0.1276474,51.5073219,Global stance,0.510046803,believer,male,1.3985158,aggressive
2007-11-27 11:19:12+00:00,447813482,2.3488,48.85341,Importance of Human Intervantion,-0.045449793,believer,female,-1.4420508,not aggressive
2007-11-27 11:42:39+00:00,447858552,-122.14302,37.44188,Weather Extremes,-0.393469894,neutral,male,0.5738681,aggressive
2007-11-27 12:08:06+00:00,447914592,,,Importance of Human Intervantion,-0.046486146,believer,female,,aggressive
2007-11-27 12:30:24+00:00,447959042,-0.12574,51.50853,Global stance,-0.39537158,believer,male,1.3985158,not aggressive
2007-11-27 12:31:23+00:00,447961662,,,Global stance,-0.511576236,believer,female,,not aggressive
2007-11-27 12:49:16+00:00,448001682,,,Seriousness of Gas Emissions,-0.425665632,believer,male,,aggressive
2007-11-27 12:59:14+00:00,448023362,,,Seriousness of Gas Emissions,-0.045454103,believer,female,,not aggressive
2007-11-27 13:09:16+00:00,448049822,-90.24111656,38.6529545,Global stance,-0.578050099,believer,male,-2.134968,not aggressive
2007-11-27 13:46:08+00:00,448144062,-71.0582912,42.3602534,Weather Extremes,0.699826015,neutral,female,5.67471,not aggressive
2007-11-27 14:04:31+00:00,448192372,,,Impact of Resource Overconsumption,-0.53671558,believer,male,,not aggressive
2007-11-27 14:31:26+00:00,448263202,,,Global stance,-0.568201787,believer,female,,not aggressive
2007-11-27 14:42:05+00:00,448292782,,,Global stance,-0.297352115,believer,female,,not aggressive
2007-11-27 14:46:16+00:00,448304112,,,Global stance,0.639245154,neutral,male,,not aggressive
2007-11-27 15:03:01+00:00,448352092,,,Donald Trump versus Science,-0.350258559,believer,male,,not aggressive
2007-11-27 15:03:05+00:00,448352282,,,Impact of Resource Overconsumption,-0.393117741,believer,male,,not aggressive
2007-11-27 15:11:27+00:00,448378112,-117.0610495,33.0186103,Weather Extremes,-0.448565725,denier,male,1.3955284,not aggressive
2007-11-27 15:37:16+00:00,448451012,,,Global stance,-0.61084101,denier,female,,aggressive
2007-11-27 16:30:37+00:00,448600682,,,Global stance,-0.363124848,believer,male,,not aggressive
2007-11-27 16:31:23+00:00,448602982,,,Global stance,-0.561624176,believer,female,,not aggressive
2007-11-27 16:56:24+00:00,448670832,,,Global stance,-0.500284574,believer,male,,not aggressive
2007-11-27 17:45:45+00:00,448805152,,,Impact of Resource Overconsumption,0.421371459,neutral,male,,not aggressive
2007-11-27 18:38:24+00:00,448931672,,,Global stance,0.09509178,neutral,female,,aggressive
2007-11-27 19:02:05+00:00,448982722,,,Donald Trump versus Science,0.626011156,neutral,male,,not aggressive
2007-11-28 00:02:35+00:00,449663822,115.8614,-31.95224,Global stance,0.443586528,believer,female,3.4230332,not aggressive
2007-11-28 01:56:58+00:00,449908762,,,Weather Extremes,0.538569842,neutral,male,,not aggressive
2007-11-28 04:04:50+00:00,450180562,,,Global stance,-0.80507842,believer,male,,not aggressive
2007-11-28 04:49:05+00:00,450272852,-122.6741949,45.5202471,Weather Extremes,-0.642115581,believer,male,-1.9321154,aggressive
2007-11-28 05:02:27+00:00,450297662,,,Weather Extremes,0.460214605,neutral,female,,not aggressive
2007-11-28 09:57:46+00:00,450838052,,,Ideological Positions on Global Warming,-0.342204124,neutral,male,,not aggressive
2007-11-28 11:31:13+00:00,451018872,,,Global stance,-0.459904805,believer,male,,not aggressive
2007-11-28 13:27:53+00:00,451215532,,,Global stance,0.20336767,neutral,female,,aggressive
2007-11-28 13:47:42+00:00,451264552,-71.59364,43.443,Importance of Human Intervantion,0.210244953,believer,male,0.8674861,aggressive
2007-11-28 14:26:17+00:00,451363162,-77.03637,38.89511,Global stance,-0.090684414,believer,male,-0.96634686,not aggressive
2007-11-28 15:41:00+00:00,451576712,,,Global stance,-0.003898883,believer,female,,not aggressive
2007-11-28 15:59:22+00:00,451627712,-156.38612,20.78785,Significance of Pollution Awareness Events,-0.037059418,believer,female,0.037273996,not aggressive
2007-11-28 19:08:34+00:00,452119352,,,Importance of Human Intervantion,-0.548730658,neutral,female,,not aggressive
2007-11-28 20:34:27+00:00,452318472,,,Undefined / One Word Hashtags,0.40938133,believer,female,,not aggressive
2007-11-28 20:41:15+00:00,452334752,-0.1276474,51.5073219,Importance of Human Intervantion,-0.114604736,believer,male,2.4743986,not aggressive
2007-11-28 22:58:44+00:00,452643012,,,Importance of Human Intervantion,0.053798028,believer,male,,aggressive
2007-11-29 00:17:57+00:00,452818552,,,Impact of Resource Overconsumption,0.426246398,neutral,female,,not aggressive
2007-11-29 01:49:53+00:00,453017182,-86.78444,36.16589,Weather Extremes,0.465536449,neutral,male,0.42869562,not aggressive
2007-11-29 02:39:28+00:00,453123232,,,Global stance,-0.469259284,neutral,male,,not aggressive
2007-11-29 02:44:14+00:00,453134462,,,Global stance,-0.404671701,believer,male,,not aggressive
2007-11-29 07:11:23+00:00,453647272,,,Global stance,0.055548625,believer,male,,aggressive
2007-11-29 07:25:09+00:00,453673162,-111.65127,35.19807,Politics,0.449279562,neutral,male,1.307848,aggressive
2007-11-29 08:08:06+00:00,453754812,,,Global stance,-0.531592335,believer,male,,not aggressive
2007-11-29 09:12:10+00:00,453884732,,,Importance of Human Intervantion,-0.463062063,believer,male,,not aggressive
2007-11-29 11:32:44+00:00,454156592,-111.6165953,35.1816047,Seriousness of Gas Emissions,-0.305961121,neutral,male,1.307848,aggressive
2007-11-29 13:14:13+00:00,454381482,,,Importance of Human Intervantion,0.372504011,neutral,male,,not aggressive
2007-11-29 14:06:14+00:00,454511532,,,Global stance,0.372504011,neutral,male,,not aggressive
2007-11-29 16:27:19+00:00,454913212,4.29861,52.07667,Impact of Resource Overconsumption,-0.414704621,neutral,male,1.5105788,not aggressive
2007-11-29 17:12:48+00:00,455037682,,,Importance of Human Intervantion,0.458332285,believer,female,,not aggressive
2007-11-29 17:21:20+00:00,455062612,-84.47772,37.98869,Weather Extremes,-0.07191913,denier,male,0.12920578,not aggressive
2007-11-29 18:15:22+00:00,455193152,,,Seriousness of Gas Emissions,0.476901901,believer,male,,not aggressive
2007-11-29 19:44:36+00:00,455393302,,,Donald Trump versus Science,-0.445397544,neutral,male,,not aggressive
2007-11-29 20:21:53+00:00,455478422,,,Significance of Pollution Awareness Events,0.645779057,believer,male,,not aggressive
2007-11-29 23:30:15+00:00,455886592,,,Impact of Resource Overconsumption,-0.145532444,believer,female,,not aggressive
2007-11-29 23:34:59+00:00,455898122,,,Importance of Human Intervantion,0.074548946,neutral,male,,not aggressive
2007-11-30 03:12:16+00:00,456366182,-74.0060152,40.7127281,Donald Trump versus Science,0.155382389,neutral,female,-0.49411383,not aggressive
2007-11-30 03:13:14+00:00,456368242,-74.0060152,40.7127281,Donald Trump versus Science,0.134653666,neutral,female,-0.49411383,not aggressive
2007-11-30 04:05:33+00:00,456482382,-117.81311,33.88863,Weather Extremes,-0.2349254,neutral,male,-0.12698722,aggressive
2007-11-30 07:06:23+00:00,456815012,-122.33207,47.60621,Weather Extremes,-0.716242967,neutral,male,-2.7264678,aggressive
2007-11-30 07:50:08+00:00,456892582,-0.12574,51.50853,Importance of Human Intervantion,-0.408384738,believer,male,3.152401,not aggressive
2007-11-30 07:50:26+00:00,456893272,-0.12574,51.50853,Importance of Human Intervantion,-0.411297259,believer,male,3.152401,not aggressive
2007-11-30 08:10:15+00:00,456933412,-0.12574,51.50853,Importance of Human Intervantion,-0.408384738,believer,male,3.152401,not aggressive
2007-11-30 08:53:47+00:00,457018242,,,Weather Extremes,-0.287321602,neutral,male,,not aggressive
2007-11-30 14:23:13+00:00,457707372,12.4829321,41.8933203,Donald Trump versus Science,0.471598324,neutral,male,-0.6930394,not aggressive
2007-11-30 15:04:03+00:00,457821242,,,Importance of Human Intervantion,-0.467683373,believer,male,,not aggressive
2007-11-30 15:39:00+00:00,457924932,,,Significance of Pollution Awareness Events,-0.053926915,believer,male,,not aggressive
2007-11-30 15:58:11+00:00,457981412,-122.2713563,37.8044557,Weather Extremes,0.754976615,believer,male,-2.0340054,aggressive
2007-11-30 19:47:20+00:00,458572072,,,Weather Extremes,-0.36280808,neutral,male,,not aggressive
2007-11-30 21:11:30+00:00,458759102,-79.99589,40.44062,Weather Extremes,0.012163516,neutral,male,-0.8681498,not aggressive
2007-12-01 01:35:37+00:00,459287612,-99.25675,19.55793,Weather Extremes,0.017279443,neutral,male,1.9568671,not aggressive
2007-12-01 02:18:53+00:00,459363932,-122.75301,53.9166,Weather Extremes,0.553075098,denier,female,-10.405694,not aggressive
2007-12-01 04:59:51+00:00,459627782,-118.24368,34.05223,Importance of Human Intervantion,0.084265965,believer,male,-4.219638,not aggressive
2007-12-01 05:26:19+00:00,459672262,,,Seriousness of Gas Emissions,-0.491037794,denier,male,,not aggressive
2007-12-01 06:28:43+00:00,459762692,,,Donald Trump versus Science,-0.687288328,neutral,male,,aggressive
2007-12-01 09:40:24+00:00,460006432,-1.332711113,50.6710482,Weather Extremes,-0.52331839,neutral,male,2.06634,aggressive
2007-12-01 15:46:06+00:00,460581262,,,Weather Extremes,-0.469824174,believer,female,,not aggressive
2007-12-01 17:27:04+00:00,460783142,,,Importance of Human Intervantion,0.110348951,neutral,male,,not aggressive
2007-12-01 17:28:25+00:00,460785342,,,Weather Extremes,0.340555212,denier,male,,aggressive
2007-12-01 19:18:02+00:00,460991602,,,Politics,0.525363154,neutral,male,,aggressive
2007-12-01 19:18:15+00:00,460992122,,,Ideological Positions on Global Warming,-0.447688762,believer,male,,aggressive
2007-12-01 19:28:40+00:00,461008492,-117.42908,47.65966,Weather Extremes,0.464798601,neutral,male,-5.243677,not aggressive
2007-12-01 20:30:10+00:00,461116642,,,Importance of Human Intervantion,-0.581064723,denier,male,,aggressive
2007-12-01 20:37:13+00:00,461129222,,,Importance of Human Intervantion,-0.448719889,believer,male,,aggressive
2007-12-01 20:57:39+00:00,461160832,,,Importance of Human Intervantion,-0.484760746,denier,male,,not aggressive
2007-12-01 20:58:39+00:00,461162262,,,Importance of Human Intervantion,-0.086685851,believer,male,,aggressive
2007-12-01 21:51:42+00:00,461252692,,,Donald Trump versus Science,-0.261453617,neutral,male,,not aggressive
2007-12-01 22:19:02+00:00,461297792,,,Weather Extremes,-0.537623818,neutral,male,,not aggressive
2007-12-01 22:21:49+00:00,461302172,,,Weather Extremes,-0.603692556,neutral,male,,not aggressive
2007-12-01 23:21:37+00:00,461401892,-122.44429,47.25288,Weather Extremes,0.691849775,neutral,male,-3.9570885,aggressive
2007-12-02 05:04:03+00:00,461954702,-0.12574,51.50853,Importance of Human Intervantion,0.006996959,neutral,female,3.2118824,not aggressive
2007-12-02 14:04:41+00:00,462711092,,,Importance of Human Intervantion,0.471592041,believer,male,,not aggressive
2007-12-02 15:48:57+00:00,462918102,,,Importance of Human Intervantion,-0.312150985,neutral,female,,not aggressive
2007-12-02 15:53:07+00:00,462926372,-0.1276474,51.5073219,Weather Extremes,0.231980652,denier,male,3.2118824,aggressive
2007-12-02 16:05:46+00:00,462951472,80.270186,13.0836939,Seriousness of Gas Emissions,-0.484867847,believer,female,0.34044322,not aggressive
2007-12-02 16:19:38+00:00,462979572,,,Donald Trump versus Science,-0.379648148,denier,female,,aggressive
2007-12-02 16:30:15+00:00,462999132,,,Importance of Human Intervantion,-0.477417222,believer,female,,not aggressive
2007-12-02 16:35:22+00:00,463009772,-87.6244212,41.8755616,Global stance,0.414430663,neutral,male,1.5216799,not aggressive
2007-12-02 17:49:24+00:00,463150182,,,Importance of Human Intervantion,0.418355316,believer,male,,not aggressive
2007-12-02 18:15:10+00:00,463198112,,,Importance of Human Intervantion,-0.506069974,believer,male,,not aggressive
2007-12-02 18:50:18+00:00,463260612,,,Importance of Human Intervantion,0.407764435,believer,male,,not aggressive
2007-12-02 19:49:30+00:00,463365822,,,Importance of Human Intervantion,0.417341411,believer,male,,not aggressive
2007-12-02 20:04:33+00:00,463393962,,,Importance of Human Intervantion,0.543230572,neutral,male,,not aggressive
2007-12-02 20:49:49+00:00,463471182,,,Importance of Human Intervantion,0.41459766,believer,male,,not aggressive
2007-12-02 21:15:09+00:00,463517062,,,Importance of Human Intervantion,-0.506069974,believer,male,,not aggressive
2007-12-02 21:38:06+00:00,463556132,,,Importance of Human Intervantion,-0.26182969,neutral,female,,not aggressive
2007-12-02 22:33:27+00:00,463656272,,,Importance of Human Intervantion,-0.277041435,neutral,undefined,,not aggressive
2007-12-02 23:56:16+00:00,463816662,-97.2271249,32.9299655,Weather Extremes,-0.264660481,neutral,male,8.481394,not aggressive
2007-12-03 01:15:22+00:00,463967862,,,Weather Extremes,0.719422098,neutral,female,,aggressive
2007-12-03 02:42:57+00:00,464133342,,,Weather Extremes,-0.716195986,denier,male,,not aggressive
2007-12-03 02:45:06+00:00,464137482,,,Global stance,-0.473148004,believer,male,,not aggressive
2007-12-03 03:10:24+00:00,464185742,144.28024,-36.75818,Importance of Human Intervantion,0.716520467,neutral,female,2.8612893,not aggressive
2007-12-03 03:10:44+00:00,464186452,,,Importance of Human Intervantion,0.299112499,believer,male,,not aggressive
2007-12-03 04:02:59+00:00,464293312,,,Weather Extremes,0.621864845,neutral,male,,not aggressive
2007-12-03 04:15:19+00:00,464317252,51.5264162,25.2856329,Importance of Human Intervantion,-0.349248953,neutral,male,1.36152,not aggressive
2007-12-03 04:34:45+00:00,464353462,,,Importance of Human Intervantion,0.011406258,believer,male,,not aggressive
2007-12-03 05:05:22+00:00,464412432,51.5264162,25.2856329,Importance of Human Intervantion,0.489531421,neutral,male,1.36152,not aggressive
2007-12-03 05:06:34+00:00,464414792,-97.1384584,49.8955367,Weather Extremes,-0.023890814,denier,male,-7.023667,not aggressive
2007-12-03 05:28:00+00:00,464456562,-106.06789,50.45007,Weather Extremes,-0.23523656,neutral,male,-1.716582,aggressive
2007-12-03 05:50:05+00:00,464500362,,,Importance of Human Intervantion,0.445428073,neutral,male,,not aggressive
2007-12-03 06:03:48+00:00,464522972,,,Importance of Human Intervantion,0.339511231,believer,undefined,,not aggressive
2007-12-03 06:04:06+00:00,464523422,,,Importance of Human Intervantion,0.123138183,neutral,male,,not aggressive
2007-12-03 07:23:58+00:00,464646332,,,Importance of Human Intervantion,-0.41367653,neutral,male,,aggressive
2007-12-03 07:59:16+00:00,464706922,,,Importance of Human Intervantion,0.491993919,neutral,male,,not aggressive
2007-12-03 09:50:24+00:00,464901542,51.5264162,25.2856329,Importance of Human Intervantion,-0.068267685,neutral,male,1.36152,not aggressive
2007-12-03 11:31:06+00:00,465083672,,,Undefined / One Word Hashtags,-0.302060808,neutral,female,,not aggressive
2007-12-03 11:35:29+00:00,465093052,,,Importance of Human Intervantion,0.388058464,believer,male,,not aggressive
2007-12-03 12:12:08+00:00,465172502,,,Weather Extremes,-0.263718142,believer,male,,aggressive
2007-12-03 13:10:12+00:00,465293702,,,Importance of Human Intervantion,0.406845063,neutral,male,,not aggressive
2007-12-03 13:42:25+00:00,465368542,,,Importance of Human Intervantion,0.465502009,believer,male,,not aggressive
2007-12-03 15:10:02+00:00,465602002,,,Importance of Human Intervantion,0.43155399,neutral,male,,not aggressive
2007-12-03 15:50:33+00:00,465716612,,,Importance of Human Intervantion,-0.324666888,neutral,male,,not aggressive
2007-12-03 15:50:53+00:00,465717432,,,Global stance,0.44617474,believer,male,,not aggressive
2007-12-03 15:51:03+00:00,465717872,,,Global stance,-0.3587944,believer,male,,not aggressive
2007-12-03 17:31:03+00:00,465987842,,,Global stance,0.025313672,believer,male,,not aggressive
2007-12-03 17:53:04+00:00,466045362,-77.0365427,38.8950368,Global stance,0.025313672,believer,male,1.8205402,not aggressive
2007-12-03 18:08:07+00:00,466083842,,,Importance of Human Intervantion,-0.462448552,neutral,female,,not aggressive
2007-12-03 19:36:48+00:00,466296812,,,Global stance,-0.314129894,believer,male,,not aggressive
2007-12-03 20:41:30+00:00,466444082,-77.03637,38.89511,Donald Trump versus Science,-0.102341396,neutral,male,1.8205402,aggressive
2007-12-03 21:00:59+00:00,466487892,,,Global stance,0.10757208,believer,female,,not aggressive
2007-12-03 23:09:41+00:00,466780192,,,Importance of Human Intervantion,0.381981894,neutral,female,,not aggressive
2007-12-03 23:10:31+00:00,466782552,,,Importance of Human Intervantion,0.421801507,neutral,male,,not aggressive
2007-12-04 00:16:00+00:00,466816112,,,Importance of Human Intervantion,-0.438049571,believer,female,,aggressive
2007-12-04 00:40:18+00:00,466883182,,,Importance of Human Intervantion,0.440344527,neutral,male,,not aggressive
2007-12-04 01:41:36+00:00,467005092,,,Importance of Human Intervantion,0.412029728,neutral,male,,not aggressive
2007-12-04 01:48:02+00:00,467015562,,,Donald Trump versus Science,-0.316495986,believer,male,,not aggressive
2007-12-04 02:37:42+00:00,467102302,,,Importance of Human Intervantion,0.399781913,neutral,male,,not aggressive
2007-12-04 02:50:19+00:00,467123692,-0.1276474,51.5073219,Seriousness of Gas Emissions,-0.001155153,believer,male,3.7253127,not aggressive
2007-12-04 04:11:21+00:00,467252742,,,Importance of Human Intervantion,0.431766018,neutral,male,,not aggressive
2007-12-04 05:00:50+00:00,467332552,-84.38798,33.749,Global stance,-0.371310619,neutral,female,-2.4487972,aggressive
2007-12-04 05:10:47+00:00,467349452,,,Importance of Human Intervantion,0.447153792,neutral,male,,not aggressive
2007-12-04 05:27:22+00:00,467363942,,,Importance of Human Intervantion,-0.011480764,neutral,male,,not aggressive
2007-12-04 05:33:52+00:00,467376022,,,Global stance,0.523983496,believer,male,,not aggressive
2007-12-04 06:05:56+00:00,467424742,,,Importance of Human Intervantion,-0.590126564,believer,undefined,,not aggressive
2007-12-04 06:07:35+00:00,467427332,,,Importance of Human Intervantion,-0.661177372,believer,male,,not aggressive
2007-12-04 06:12:04+00:00,467434122,,,Importance of Human Intervantion,0.474247739,neutral,male,,not aggressive
2007-12-04 06:49:48+00:00,467486892,,,Ideological Positions on Global Warming,0.482143816,believer,male,,not aggressive
2007-12-04 07:04:39+00:00,467508992,,,Importance of Human Intervantion,-0.659797539,believer,male,,aggressive
2007-12-04 10:03:15+00:00,467833952,,,Importance of Human Intervantion,-0.001790613,neutral,male,,not aggressive
2007-12-04 10:08:00+00:00,467843742,,,Importance of Human Intervantion,-0.32023938,neutral,male,,not aggressive
2007-12-04 10:11:41+00:00,467851422,,,Weather Extremes,-0.109478933,believer,undefined,,not aggressive
2007-12-04 10:18:14+00:00,467866992,,,Importance of Human Intervantion,0.008416086,neutral,male,,not aggressive
2007-12-04 10:18:45+00:00,467868332,,,Impact of Resource Overconsumption,-0.492734614,believer,female,,not aggressive
2007-12-04 10:22:28+00:00,467876392,,,Importance of Human Intervantion,-0.267000318,neutral,male,,not aggressive
2007-12-04 10:28:09+00:00,467888782,,,Importance of Human Intervantion,0.019020677,neutral,male,,not aggressive
2007-12-04 10:32:56+00:00,467899822,,,Importance of Human Intervantion,0.019020677,neutral,male,,not aggressive
2007-12-04 11:00:35+00:00,467958922,,,Global stance,-0.401594772,believer,female,,not aggressive
2007-12-04 11:51:13+00:00,468077272,,,Importance of Human Intervantion,0.324883219,believer,male,,not aggressive
2007-12-04 11:52:22+00:00,468079952,,,Importance of Human Intervantion,-0.31673415,neutral,male,,not aggressive
2007-12-04 11:56:16+00:00,468088622,,,Importance of Human Intervantion,0.324883219,believer,male,,not aggressive
2007-12-04 12:01:22+00:00,468101102,,,Importance of Human Intervantion,0.324883219,believer,male,,not aggressive
2007-12-04 12:06:26+00:00,468112762,,,Importance of Human Intervantion,0.324883219,believer,male,,not aggressive
2007-12-04 12:08:13+00:00,468117312,,,Importance of Human Intervantion,-0.31673415,neutral,male,,not aggressive
2007-12-04 12:11:17+00:00,468124782,,,Importance of Human Intervantion,0.324883219,believer,male,,not aggressive
2007-12-04 12:13:41+00:00,468130802,,,Importance of Human Intervantion,-0.31673415,neutral,male,,not aggressive
2007-12-04 12:16:15+00:00,468137502,,,Importance of Human Intervantion,0.324883219,believer,male,,not aggressive
2007-12-04 12:17:56+00:00,468141382,,,Importance of Human Intervantion,0.024547085,neutral,male,,not aggressive
2007-12-04 12:21:15+00:00,468150562,,,Importance of Human Intervantion,0.324883219,believer,male,,not aggressive
2007-12-04 12:23:17+00:00,468156142,,,Importance of Human Intervantion,0.042672992,neutral,male,,not aggressive
2007-12-04 12:23:18+00:00,468156172,,,Importance of Human Intervantion,0.024547085,neutral,male,,not aggressive
2007-12-04 12:26:12+00:00,468161932,,,Importance of Human Intervantion,0.324883219,believer,male,,not aggressive
2007-12-04 12:27:49+00:00,468165392,,,Importance of Human Intervantion,-0.000330225,neutral,male,,not aggressive
2007-12-04 12:28:40+00:00,468167162,,,Importance of Human Intervantion,0.042672992,neutral,male,,not aggressive
2007-12-04 12:31:37+00:00,468175452,,,Importance of Human Intervantion,0.324883219,believer,male,,not aggressive
2007-12-04 12:32:55+00:00,468178972,,,Importance of Human Intervantion,-0.32054387,neutral,male,,not aggressive
2007-12-04 12:36:38+00:00,468189322,,,Importance of Human Intervantion,0.324883219,believer,male,,not aggressive
2007-12-04 12:38:04+00:00,468192822,,,Importance of Human Intervantion,-0.32054387,neutral,male,,not aggressive
2007-12-04 12:41:17+00:00,468202662,,,Importance of Human Intervantion,0.324883219,believer,male,,not aggressive
2007-12-04 12:43:13+00:00,468207342,,,Importance of Human Intervantion,0.046086013,neutral,male,,not aggressive
2007-12-04 12:46:35+00:00,468216332,,,Importance of Human Intervantion,0.324883219,believer,male,,not aggressive
2007-12-04 12:51:26+00:00,468230212,,,Importance of Human Intervantion,0.324883219,believer,male,,not aggressive
2007-12-04 12:52:56+00:00,468233922,,,Importance of Human Intervantion,-0.001989245,neutral,male,,not aggressive
2007-12-04 12:56:29+00:00,468242672,,,Importance of Human Intervantion,0.324883219,believer,male,,not aggressive
2007-12-04 13:01:15+00:00,468255742,,,Importance of Human Intervantion,0.324883219,believer,male,,not aggressive
2007-12-04 13:04:16+00:00,468264022,,,Importance of Human Intervantion,0.292109117,neutral,male,,not aggressive
2007-12-04 13:06:17+00:00,468270162,,,Importance of Human Intervantion,0.324883219,believer,male,,not aggressive
2007-12-04 13:08:08+00:00,468275572,,,Importance of Human Intervantion,0.292109117,neutral,male,,not aggressive
2007-12-04 13:11:49+00:00,468287422,,,Importance of Human Intervantion,0.324883219,believer,male,,not aggressive
2007-12-04 13:14:36+00:00,468293962,,,Importance of Human Intervantion,0.025411248,neutral,male,,not aggressive
2007-12-04 13:17:40+00:00,468302022,,,Importance of Human Intervantion,0.292109117,neutral,male,,not aggressive
2007-12-04 13:22:48+00:00,468316452,,,Importance of Human Intervantion,0.292109117,neutral,male,,not aggressive
2007-12-04 13:23:06+00:00,468317102,,,Importance of Human Intervantion,-0.022943392,neutral,male,,not aggressive
2007-12-04 13:28:07+00:00,468329312,,,Importance of Human Intervantion,-0.022943392,neutral,male,,not aggressive
2007-12-04 13:34:46+00:00,468347852,,,Impact of Resource Overconsumption,-0.206530662,neutral,male,,aggressive
2007-12-04 13:41:38+00:00,468367132,,,Importance of Human Intervantion,0.36931669,believer,male,,not aggressive
2007-12-04 13:56:47+00:00,468412552,,,Importance of Human Intervantion,0.36931669,believer,male,,not aggressive
2007-12-04 14:05:40+00:00,468439182,,,Importance of Human Intervantion,0.36931669,believer,male,,not aggressive
2007-12-04 14:10:53+00:00,468453892,,,Importance of Human Intervantion,0.36931669,believer,male,,not aggressive
